hour,day_of_week,month,is_weekend,beds_total,beds_occupied,beds_available,icu_total,icu_occupied,icu_available,staff_count,shift,er_arrivals,equipment_in_use,seasonal_factor,patients_next_hour,beds_needed_24h,staff_needed_24h
7,2,2,0,110,84,26,20,13,7,35,0,3,20,1.13,5,87,30
8,2,2,0,110,81,29,20,12,8,36,0,7,21,1.13,10,83,34
9,2,2,0,110,81,29,20,12,8,37,0,11,26,1.13,16,88,34
10,2,2,0,110,88,22,20,12,8,37,0,9,25,1.13,11,95,40
11,2,2,0,110,84,26,20,13,7,34,0,9,20,1.13,11,91,38
12,2,2,0,110,75,35,20,11,9,36,0,11,20,1.13,14,77,26
13,2,2,0,110,77,33,20,15,5,35,0,8,18,1.13,9,80,24
14,2,2,0,110,72,38,20,11,9,31,0,4,16,1.13,9,70,23
15,2,2,0,110,71,39,20,11,9,26,1,9,17,1.13,11,74,22
16,2,2,0,110,74,36,20,13,7,24,1,8,21,1.13,11,81,24
17,2,2,0,110,73,37,20,13,7,21,1,6,19,1.13,8,78,33
18,2,2,0,110,85,25,20,13,7,25,1,4,20,1.13,5,86,33
19,2,2,0,110,73,37,20,17,3,25,1,6,21,1.13,6,75,35
20,2,2,0,110,76,34,20,9,11,24,1,5,18,1.13,7,78,23
21,2,2,0,110,74,36,20,16,4,26,1,5,18,1.13,9,77,18
22,2,2,0,110,73,37,20,11,9,24,1,5,19,1.13,7,73,18
23,2,2,0,110,75,35,20,12,8,17,2,5,15,1.13,7,77,21
0,3,2,0,110,61,49,20,15,5,18,2,5,15,1.13,6,62,18
1,3,2,0,110,68,42,20,13,7,18,2,7,17,1.13,8,72,19
2,3,2,0,110,72,38,20,12,8,20,2,4,15,1.13,5,74,18
3,3,2,0,110,77,33,20,14,6,14,2,5,19,1.13,7,76,22
4,3,2,0,110,70,40,20,11,9,15,2,7,18,1.13,8,70,18
5,3,2,0,110,73,37,20,14,6,18,2,8,17,1.13,9,76,19
6,3,2,0,110,66,44,20,13,7,18,2,6,17,1.13,7,75,24
7,3,2,0,110,75,35,20,12,8,35,0,9,21,1.13,13,78,26
8,3,2,0,110,81,29,20,10,10,34,0,4,21,1.13,6,83,31
9,3,2,0,110,81,29,20,14,6,33,0,9,21,1.13,12,88,37
10,3,2,0,110,89,21,20,13,7,38,0,4,23,1.13,6,96,40
11,3,2,0,110,86,24,20,13,7,35,0,14,23,1.13,16,88,36
12,3,2,0,110,79,31,20,13,7,35,0,6,18,1.13,7,82,27
13,3,2,0,110,76,34,20,11,9,32,0,8,19,1.13,12,79,25
14,3,2,0,110,72,38,20,14,6,31,0,3,18,1.13,5,77,24
15,3,2,0,110,78,32,20,14,6,25,1,6,19,1.13,9,76,22
16,3,2,0,110,76,34,20,13,7,25,1,4,21,1.13,4,75,21
17,3,2,0,110,79,31,20,14,6,22,1,9,22,1.13,12,81,27
18,3,2,0,110,89,21,20,13,7,23,1,6,24,1.13,7,92,27
19,3,2,0,110,78,32,20,11,9,21,1,2,20,1.13,4,83,33
20,3,2,0,110,76,34,20,14,6,22,1,7,19,1.13,8,80,28
21,3,2,0,110,74,36,20,13,7,25,1,8,19,1.13,12,77,20
22,3,2,0,110,67,43,20,13,7,26,1,3,16,1.13,5,67,21
23,3,2,0,110,68,42,20,12,8,16,2,4,16,1.13,5,74,18
0,4,2,0,110,70,40,20,14,6,16,2,8,17,1.13,10,70,18
1,4,2,0,110,76,34,20,10,10,15,2,3,18,1.13,3,83,21
2,4,2,0,110,76,34,20,17,3,17,2,6,19,1.13,8,78,21
3,4,2,0,110,64,46,20,12,8,16,2,7,18,1.13,8,65,21
4,4,2,0,110,78,32,20,13,7,17,2,2,17,1.13,4,78,18
5,4,2,0,110,76,34,20,13,7,18,2,5,18,1.13,6,78,18
6,4,2,0,110,77,33,20,14,6,16,2,7,17,1.13,9,78,22
7,4,2,0,110,81,29,20,13,7,34,0,6,21,1.13,9,82,22
8,4,2,0,110,78,32,20,14,6,37,0,11,20,1.13,13,85,31
9,4,2,0,110,86,24,20,13,7,34,0,15,20,1.13,17,91,38
10,4,2,0,110,95,15,20,12,8,32,0,14,24,1.13,15,103,40
11,4,2,0,110,89,21,20,13,7,35,0,10,23,1.13,10,96,37
12,4,2,0,110,86,24,20,15,5,36,0,9,22,1.13,12,88,29
13,4,2,0,110,72,38,20,10,10,36,0,3,17,1.13,4,72,20
14,4,2,0,110,65,45,20,14,6,35,0,4,18,1.13,8,65,18
15,4,2,0,110,73,37,20,13,7,20,1,4,19,1.13,5,76,22
16,4,2,0,110,75,35,20,14,6,22,1,4,20,1.13,7,83,20
17,4,2,0,110,76,34,20,13,7,28,1,9,18,1.13,11,80,26
18,4,2,0,110,85,25,20,12,8,27,1,8,21,1.13,8,90,31
19,4,2,0,110,84,26,20,14,6,22,1,5,19,1.13,5,84,26
20,4,2,0,110,68,42,20,13,7,26,1,8,19,1.13,9,73,24
21,4,2,0,110,81,29,20,14,6,23,1,4,15,1.13,7,83,23
22,4,2,0,110,68,42,20,13,7,25,1,5,18,1.13,7,75,19
23,4,2,0,110,71,39,20,14,6,17,2,2,17,1.13,5,72,18
0,5,2,1,110,69,41,20,14,6,21,2,3,18,1.13,5,71,20
1,5,2,1,110,71,39,20,14,6,19,2,1,17,1.13,2,70,21
2,5,2,1,110,76,34,20,11,9,17,2,3,18,1.13,5,81,22
3,5,2,1,110,82,28,20,13,7,19,2,7,21,1.13,9,84,21
4,5,2,1,110,68,42,20,12,8,18,2,8,18,1.13,9,70,26
5,5,2,1,110,65,45,20,16,4,18,2,7,18,1.13,7,70,20
6,5,2,1,110,65,45,20,13,7,17,2,7,15,1.13,10,69,23
7,5,2,1,110,77,33,20,14,6,33,0,6,17,1.13,7,81,27
8,5,2,1,110,83,27,20,12,8,40,0,6,21,1.13,6,86,32
9,5,2,1,110,90,20,20,15,5,31,0,7,24,1.13,8,92,41
10,5,2,1,110,86,24,20,12,8,35,0,15,21,1.13,18,93,44
11,5,2,1,110,89,21,20,12,8,33,0,10,24,1.13,10,92,35
12,5,2,1,110,94,16,20,16,4,34,0,3,20,1.13,6,94,37
13,5,2,1,110,77,33,20,12,8,34,0,8,19,1.13,9,78,30
14,5,2,1,110,77,33,20,12,8,34,0,7,18,1.13,8,81,30
15,5,2,1,110,79,31,20,12,8,25,1,6,19,1.13,8,89,23
16,5,2,1,110,75,35,20,14,6,24,1,6,20,1.13,7,75,23
17,5,2,1,110,90,20,20,14,6,23,1,7,19,1.13,10,95,33
18,5,2,1,110,88,22,20,10,10,26,1,11,19,1.13,13,90,35
19,5,2,1,110,88,22,20,13,7,25,1,5,21,1.13,9,93,34
20,5,2,1,110,73,37,20,10,10,21,1,5,23,1.13,7,76,23
21,5,2,1,110,81,29,20,16,4,25,1,6,17,1.13,6,81,23
22,5,2,1,110,73,37,20,15,5,28,1,4,17,1.13,6,74,20
23,5,2,1,110,80,30,20,13,7,18,2,7,18,1.13,11,80,21
0,6,2,1,110,57,53,20,12,8,19,2,5,16,1.13,7,63,22
1,6,2,1,110,67,43,20,10,10,17,2,2,18,1.13,6,69,20
2,6,2,1,110,67,43,20,14,6,17,2,3,17,1.13,4,67,20
3,6,2,1,110,68,42,20,13,7,16,2,6,19,1.13,10,68,24
4,6,2,1,110,74,36,20,13,7,15,2,11,17,1.13,17,78,26
5,6,2,1,110,78,32,20,13,7,19,2,3,16,1.13,4,82,23
6,6,2,1,110,76,34,20,11,9,18,2,2,15,1.13,4,79,23
7,6,2,1,110,89,21,20,11,9,33,0,5,21,1.13,5,89,30
8,6,2,1,110,80,30,20,15,5,34,0,13,20,1.13,15,81,33
9,6,2,1,110,86,24,20,14,6,34,0,5,21,1.13,8,87,44
10,6,2,1,110,90,20,20,15,5,32,0,9,22,1.13,11,94,45
11,6,2,1,110,93,17,20,16,4,37,0,8,23,1.13,10,94,39
12,6,2,1,110,91,19,20,11,9,36,0,12,23,1.13,15,97,35
13,6,2,1,110,77,33,20,12,8,34,0,5,19,1.13,5,82,28
14,6,2,1,110,78,32,20,11,9,38,0,4,19,1.13,6,78,27
15,6,2,1,110,83,27,20,12,8,25,1,4,19,1.13,7,89,22
16,6,2,1,110,79,31,20,13,7,28,1,5,21,1.13,9,82,29
17,6,2,1,110,80,30,20,13,7,26,1,6,19,1.13,8,84,32
18,6,2,1,110,84,26,20,15,5,27,1,9,25,1.13,12,91,36
19,6,2,1,110,89,21,20,12,8,21,1,9,22,1.13,10,93,34
20,6,2,1,110,72,38,20,12,8,25,1,8,18,1.13,10,75,31
21,6,2,1,110,70,40,20,15,5,26,1,6,15,1.13,8,72,19
22,6,2,1,110,69,41,20,13,7,30,1,4,19,1.13,7,74,19
23,6,2,1,110,75,35,20,13,7,19,2,3,17,1.13,7,80,25
0,0,2,0,110,67,43,20,10,10,19,2,0,16,1.13,1,75,20
1,0,2,0,110,71,39,20,11,9,17,2,6,17,1.13,7,73,18
2,0,2,0,110,72,38,20,10,10,19,2,4,16,1.13,5,75,24
3,0,2,0,110,64,46,20,14,6,16,2,4,17,1.13,7,67,25
4,0,2,0,110,68,42,20,13,7,16,2,7,18,1.13,7,77,18
5,0,2,0,110,72,38,20,15,5,14,2,4,16,1.13,5,76,23
6,0,2,0,110,86,24,20,13,7,14,2,3,18,1.13,3,92,22
7,0,2,0,110,74,36,20,13,7,32,0,6,14,1.13,7,74,19
8,0,2,0,110,81,29,20,14,6,36,0,6,20,1.13,9,82,31
9,0,2,0,110,75,35,20,14,6,33,0,11,24,1.13,13,80,38
10,0,2,0,110,81,29,20,13,7,33,0,14,24,1.13,14,83,43
11,0,2,0,110,87,23,20,12,8,34,0,8,23,1.13,11,89,35
12,0,2,0,110,83,27,20,12,8,37,0,1,22,1.13,6,89,31
13,0,2,0,110,77,33,20,13,7,38,0,8,17,1.13,13,80,25
14,0,2,0,110,72,38,20,15,5,34,0,5,21,1.13,7,80,23
15,0,2,0,110,71,39,20,15,5,25,1,8,18,1.13,11,75,20
16,0,2,0,110,86,24,20,13,7,25,1,5,20,1.13,8,90,24
17,0,2,0,110,73,37,20,12,8,24,1,8,19,1.13,11,81,26
18,0,2,0,110,87,23,20,12,8,23,1,5,21,1.13,9,90,32
19,0,2,0,110,72,38,20,13,7,22,1,13,22,1.13,14,74,33
20,0,2,0,110,82,28,20,13,7,23,1,10,18,1.13,13,83,22
21,0,2,0,110,70,40,20,13,7,23,1,1,17,1.13,5,71,23
22,0,2,0,110,64,46,20,13,7,27,1,5,21,1.13,6,67,18
23,0,2,0,110,71,39,20,16,4,20,2,5,16,1.13,12,73,18
0,1,2,0,110,68,42,20,11,9,17,2,5,20,1.13,9,67,18
1,1,2,0,110,73,37,20,16,4,16,2,9,16,1.13,9,77,21
2,1,2,0,110,67,43,20,16,4,18,2,5,20,1.13,7,64,24
3,1,2,0,110,82,28,20,12,8,19,2,9,18,1.13,11,84,25
4,1,2,0,110,72,38,20,14,6,18,2,6,19,1.13,7,77,22
5,1,2,0,110,83,27,20,10,10,18,2,8,16,1.13,9,83,19
6,1,2,0,110,64,46,20,14,6,18,2,6,19,1.13,11,61,21
7,1,2,0,110,75,35,20,15,5,33,0,10,16,1.13,16,72,28
8,1,2,0,110,89,21,20,11,9,34,0,9,19,1.13,10,88,27
9,1,2,0,110,88,22,20,14,6,34,0,8,23,1.13,10,95,40
10,1,2,0,110,86,24,20,13,7,33,0,11,24,1.13,14,93,43
11,1,2,0,110,85,25,20,15,5,36,0,9,21,1.13,12,87,37
12,1,2,0,110,79,31,20,16,4,35,0,6,21,1.13,7,91,28
13,1,2,0,110,83,27,20,14,6,37,0,5,19,1.13,11,89,27
14,1,2,0,110,75,35,20,14,6,32,0,6,15,1.13,9,78,21
15,1,2,0,110,69,41,20,12,8,24,1,6,19,1.13,8,73,20
16,1,2,0,110,66,44,20,14,6,27,1,8,18,1.13,9,73,25
17,1,2,0,110,75,35,20,12,8,24,1,3,21,1.13,5,80,31
18,1,2,0,110,81,29,20,15,5,29,1,3,21,1.13,5,87,32
19,1,2,0,110,85,25,20,14,6,24,1,5,19,1.13,12,91,26
20,1,2,0,110,79,31,20,13,7,23,1,7,18,1.13,8,80,23
21,1,2,0,110,70,40,20,12,8,25,1,5,18,1.13,10,73,24
22,1,2,0,110,77,33,20,14,6,24,1,1,13,1.13,4,80,18
23,1,2,0,110,75,35,20,12,8,18,2,4,19,1.13,5,77,18
0,2,2,0,110,72,38,20,11,9,15,2,5,19,1.13,10,72,18
1,2,2,0,110,78,32,20,14,6,19,2,3,16,1.13,5,80,18
2,2,2,0,110,71,39,20,14,6,17,2,3,16,1.13,5,72,20
3,2,2,0,110,77,33,20,14,6,14,2,7,17,1.13,11,77,22
4,2,2,0,110,73,37,20,13,7,19,2,7,18,1.13,11,74,24
5,2,2,0,110,69,41,20,13,7,17,2,4,17,1.13,5,69,18
6,2,2,0,110,77,33,20,13,7,18,2,12,19,1.13,12,77,19
7,2,2,0,110,75,35,20,13,7,32,0,6,16,1.13,10,79,29
8,2,2,0,110,86,24,20,12,8,34,0,7,19,1.13,10,87,30
9,2,2,0,110,81,29,20,13,7,32,0,14,25,1.13,17,90,36
10,2,2,0,110,87,23,20,11,9,30,0,7,28,1.13,9,88,37
11,2,2,0,110,86,24,20,14,6,32,0,8,23,1.13,9,88,35
12,2,2,0,110,76,34,20,16,4,36,0,7,24,1.13,9,81,30
13,2,2,0,110,83,27,20,11,9,40,0,2,18,1.13,3,85,27
14,2,2,0,110,73,37,20,15,5,36,0,3,18,1.13,5,76,25
15,2,2,0,110,71,39,20,15,5,22,1,5,18,1.13,8,76,20
16,2,2,0,110,78,32,20,12,8,24,1,7,16,1.13,7,83,24
17,2,2,0,110,83,27,20,9,11,30,1,6,16,1.13,7,85,30
18,2,2,0,110,83,27,20,15,5,24,1,14,18,1.13,17,89,31
19,2,2,0,110,82,28,20,12,8,27,1,5,20,1.13,7,89,31
20,2,2,0,110,72,38,20,10,10,22,1,3,17,1.13,3,76,27
21,2,2,0,110,78,32,20,10,10,27,1,10,18,1.13,11,86,25
22,2,2,0,110,67,43,20,13,7,23,1,1,17,1.13,2,67,18
23,2,2,0,110,65,45,20,13,7,17,2,4,20,1.13,6,71,18
0,3,2,0,110,77,33,20,12,8,16,2,6,15,1.13,8,81,18
1,3,2,0,110,61,49,20,16,4,19,2,3,16,1.13,6,60,20
2,3,2,0,110,70,40,20,13,7,17,2,3,17,1.13,5,70,24
3,3,2,0,110,74,36,20,13,7,17,2,6,20,1.13,11,84,25
4,3,2,0,110,68,42,20,14,6,16,2,4,19,1.13,5,67,23
5,3,2,0,110,73,37,20,16,4,18,2,5,16,1.13,7,73,18
6,3,2,0,110,76,34,20,12,8,19,2,4,20,1.13,5,76,24
7,3,2,0,110,75,35,20,13,7,34,0,2,20,1.13,5,77,23
8,3,2,0,110,77,33,20,16,4,31,0,6,21,1.13,8,84,30
9,3,2,0,110,93,17,20,12,8,34,0,12,21,1.13,12,95,39
10,3,2,0,110,92,18,20,14,6,37,0,14,26,1.13,16,94,40
11,3,2,0,110,76,34,20,15,5,35,0,11,22,1.13,14,76,37
12,3,2,0,110,73,37,20,14,6,35,0,6,19,1.13,8,78,32
13,3,2,0,110,72,38,20,15,5,35,0,10,21,1.13,13,75,24
14,3,2,0,110,74,36,20,12,8,35,0,4,14,1.13,6,70,24
15,3,2,0,110,75,35,20,15,5,24,1,6,21,1.13,12,77,21
16,3,2,0,110,85,25,20,14,6,29,1,4,17,1.13,7,87,23
17,3,2,0,110,83,27,20,14,6,23,1,8,22,1.13,9,88,29
18,3,2,0,110,84,26,20,12,8,21,1,8,19,1.13,11,95,29
19,3,2,0,110,77,33,20,10,10,25,1,6,19,1.13,7,77,31
20,3,2,0,110,78,32,20,12,8,21,1,6,21,1.13,11,78,20
21,3,2,0,110,69,41,20,12,8,23,1,2,17,1.13,3,71,28
22,3,2,0,110,69,41,20,13,7,23,1,4,15,1.13,6,78,18
23,3,2,0,110,70,40,20,14,6,18,2,4,18,1.13,6,75,18
0,4,2,0,110,74,36,20,14,6,20,2,5,15,1.13,8,74,19
1,4,2,0,110,69,41,20,14,6,19,2,5,13,1.13,6,72,18
2,4,2,0,110,65,45,20,15,5,18,2,4,15,1.13,6,65,24
3,4,2,0,110,78,32,20,14,6,17,2,9,17,1.13,11,86,21
4,4,2,0,110,64,46,20,13,7,18,2,3,17,1.13,4,64,20
5,4,2,0,110,69,41,20,13,7,16,2,7,15,1.13,10,73,18
6,4,2,0,110,78,32,20,11,9,17,2,3,16,1.13,4,86,18
7,4,2,0,110,78,32,20,11,9,34,0,8,19,1.13,11,82,25
8,4,2,0,110,81,29,20,11,9,33,0,12,19,1.13,15,86,31
9,4,2,0,110,94,16,20,13,7,37,0,7,23,1.13,10,100,36
10,4,2,0,110,85,25,20,15,5,32,0,8,24,1.13,10,93,35
11,4,2,0,110,87,23,20,13,7,34,0,5,20,1.13,5,92,35
12,4,2,0,110,79,31,20,16,4,34,0,12,18,1.13,14,84,30
13,4,2,0,110,79,31,20,12,8,33,0,8,19,1.13,8,82,22
14,4,2,0,110,76,34,20,16,4,36,0,6,21,1.13,7,79,24
15,4,2,0,110,74,36,20,14,6,26,1,6,19,1.13,8,79,26
16,4,2,0,110,70,40,20,15,5,27,1,8,22,1.13,10,70,25
17,4,2,0,110,82,28,20,13,7,25,1,6,21,1.13,7,88,30
18,4,2,0,110,82,28,20,12,8,23,1,5,19,1.13,6,92,26
19,4,2,0,110,86,24,20,15,5,25,1,9,15,1.13,14,90,29
20,4,2,0,110,71,39,20,15,5,21,1,6,22,1.13,7,77,24
21,4,2,0,110,71,39,20,12,8,24,1,2,16,1.13,4,72,26
22,4,2,0,110,66,44,20,14,6,28,1,5,17,1.13,6,67,18
23,4,2,0,110,79,31,20,13,7,16,2,1,19,1.13,2,80,19
0,5,2,1,110,76,34,20,15,5,16,2,2,17,1.13,3,78,20
1,5,2,1,110,70,40,20,11,9,18,2,5,18,1.13,6,74,25
2,5,2,1,110,80,30,20,10,10,18,2,5,19,1.13,10,81,26
3,5,2,1,110,76,34,20,12,8,18,2,5,16,1.13,5,73,27
4,5,2,1,110,77,33,20,12,8,16,2,4,17,1.13,5,81,21
5,5,2,1,110,63,47,20,13,7,18,2,5,17,1.13,7,69,25
6,5,2,1,110,81,29,20,14,6,18,2,1,15,1.13,3,82,18
7,5,2,1,110,74,36,20,14,6,32,0,6,24,1.13,8,75,25
8,5,2,1,110,87,23,20,12,8,36,0,9,20,1.13,10,93,36
9,5,2,1,110,91,19,20,14,6,34,0,8,24,1.13,11,98,44
10,5,2,1,110,96,14,20,16,4,33,0,10,22,1.13,10,100,38
11,5,2,1,110,91,19,20,14,6,33,0,10,20,1.13,10,97,45
12,5,2,1,110,80,30,20,14,6,38,0,7,18,1.13,8,85,39
13,5,2,1,110,83,27,20,11,9,32,0,5,16,1.13,7,83,32
14,5,2,1,110,75,35,20,15,5,36,0,4,19,1.13,6,76,28
15,5,2,1,110,84,26,20,14,6,25,1,7,16,1.13,11,84,24
16,5,2,1,110,82,28,20,15,5,20,1,3,22,1.13,10,86,27
17,5,2,1,110,82,28,20,13,7,26,1,9,19,1.13,10,82,32
18,5,2,1,110,82,28,20,12,8,24,1,4,23,1.13,7,87,36
19,5,2,1,110,78,32,20,11,9,26,1,4,18,1.13,8,81,36
20,5,2,1,110,76,34,20,14,6,27,1,3,19,1.13,5,76,24
21,5,2,1,110,76,34,20,11,9,25,1,1,16,1.13,2,76,25
22,5,2,1,110,64,46,20,15,5,28,1,6,18,1.13,7,65,18
23,5,2,1,110,66,44,20,11,9,17,2,7,19,1.13,8,68,19
0,6,2,1,110,69,41,20,12,8,15,2,4,16,1.13,8,70,26
1,6,2,1,110,68,42,20,12,8,20,2,2,18,1.13,4,68,18
2,6,2,1,110,78,32,20,14,6,20,2,2,15,1.13,10,79,21
3,6,2,1,110,80,30,20,13,7,16,2,4,16,1.13,5,81,27
4,6,2,1,110,77,33,20,14,6,17,2,12,16,1.13,14,82,24
5,6,2,1,110,72,38,20,11,9,20,2,3,16,1.13,4,78,18
6,6,2,1,110,71,39,20,13,7,18,2,5,18,1.13,6,70,22
7,6,2,1,110,77,33,20,15,5,31,0,4,17,1.13,5,87,28
8,6,2,1,110,78,32,20,11,9,34,0,9,20,1.13,11,81,31
9,6,2,1,110,92,18,20,15,5,37,0,8,26,1.13,10,99,39
10,6,2,1,110,88,22,20,15,5,37,0,7,24,1.13,7,93,45
11,6,2,1,110,86,24,20,8,12,33,0,10,22,1.13,12,92,44
12,6,2,1,110,85,25,20,15,5,33,0,10,18,1.13,11,87,29
13,6,2,1,110,77,33,20,14,6,38,0,7,16,1.13,10,80,22
14,6,2,1,110,82,28,20,14,6,35,0,2,17,1.13,4,84,24
15,6,2,1,110,83,27,20,14,6,28,1,8,22,1.13,10,88,26
16,6,2,1,110,80,30,20,14,6,24,1,4,21,1.13,5,87,31
17,6,2,1,110,83,27,20,11,9,24,1,6,22,1.13,8,89,38
18,6,2,1,110,80,30,20,12,8,27,1,6,17,1.13,8,90,32
19,6,2,1,110,84,26,20,13,7,23,1,5,21,1.13,7,87,36
20,6,2,1,110,66,44,20,13,7,23,1,13,17,1.13,15,77,27
21,6,2,1,110,74,36,20,16,4,24,1,4,18,1.13,6,76,23
22,6,2,1,110,81,29,20,13,7,23,1,4,16,1.13,6,85,19
23,6,2,1,110,66,44,20,14,6,16,2,7,16,1.13,7,67,20
0,0,2,0,110,71,39,20,14,6,18,2,5,18,1.13,5,71,18
1,0,2,0,110,67,43,20,15,5,14,2,3,17,1.13,8,68,19
2,0,2,0,110,76,34,20,14,6,18,2,7,19,1.13,8,77,23
3,0,2,0,110,85,25,20,14,6,20,2,5,17,1.13,6,89,27
4,0,2,0,110,77,33,20,12,8,19,2,2,14,1.13,5,78,19
5,0,2,0,110,72,38,20,13,7,18,2,5,13,1.13,6,72,18
6,0,2,0,110,75,35,20,12,8,18,2,6,20,1.13,8,78,19
7,0,2,0,110,82,28,20,12,8,37,0,10,15,1.13,13,84,28
8,0,2,0,110,80,30,20,17,3,37,0,8,22,1.13,9,86,24
9,0,2,0,110,83,27,20,14,6,34,0,8,25,1.13,8,84,36
10,0,2,0,110,85,25,20,14,6,37,0,3,24,1.13,4,92,39
11,0,2,0,110,92,18,20,16,4,31,0,10,19,1.13,10,101,38
12,0,2,0,110,80,30,20,11,9,36,0,4,20,1.13,6,85,28
13,0,2,0,110,79,31,20,11,9,34,0,4,18,1.13,5,84,19
14,0,2,0,110,70,40,20,14,6,35,0,6,13,1.13,7,74,25
15,0,2,0,110,73,37,20,10,10,26,1,3,17,1.13,3,72,26
16,0,2,0,110,74,36,20,14,6,22,1,7,18,1.13,8,82,24
17,0,2,0,110,78,32,20,13,7,25,1,3,22,1.13,6,83,32
18,0,2,0,110,89,21,20,13,7,26,1,12,22,1.13,14,96,35
19,0,2,0,110,67,43,20,13,7,24,1,9,17,1.13,11,70,26
20,0,2,0,110,80,30,20,14,6,24,1,8,13,1.13,9,80,23
21,0,2,0,110,71,39,20,10,10,24,1,3,15,1.13,6,71,18
22,0,2,0,110,69,41,20,13,7,24,1,2,21,1.13,4,72,20
23,0,2,0,110,73,37,20,14,6,22,2,5,17,1.13,13,73,18
0,1,2,0,110,69,41,20,15,5,16,2,4,15,1.13,5,70,19
1,1,2,0,110,68,42,20,17,3,17,2,4,17,1.13,5,75,18
2,1,2,0,110,79,31,20,14,6,17,2,7,17,1.13,9,83,22
3,1,2,0,110,79,31,20,14,6,19,2,7,16,1.13,8,79,22
4,1,2,0,110,68,42,20,12,8,21,2,4,19,1.13,7,69,20
5,1,2,0,110,68,42,20,14,6,18,2,4,17,1.13,6,71,23
6,1,2,0,110,71,39,20,12,8,17,2,6,18,1.13,7,71,18
7,1,2,0,110,67,43,20,13,7,34,0,6,17,1.13,8,68,29
8,1,2,0,110,74,36,20,13,7,35,0,9,22,1.13,10,81,38
9,1,2,0,110,92,18,20,12,8,39,0,8,22,1.13,12,97,37
10,1,2,0,110,90,20,20,13,7,35,0,12,20,1.13,13,92,43
11,1,2,0,110,85,25,20,14,6,33,0,8,22,1.13,10,86,34
12,1,2,0,110,83,27,20,16,4,36,0,13,21,1.13,17,80,31
13,1,2,0,110,76,34,20,13,7,35,0,2,18,1.13,4,77,27
14,1,2,0,110,69,41,20,16,4,33,0,2,19,1.13,5,69,20
15,1,2,0,110,68,42,20,13,7,22,1,1,19,1.13,2,71,27
16,1,2,0,110,75,35,20,14,6,27,1,6,21,1.13,6,77,18
17,1,2,0,110,78,32,20,15,5,25,1,4,19,1.13,7,79,27
18,1,2,0,110,79,31,20,13,7,23,1,8,18,1.13,10,83,32
19,1,2,0,110,85,25,20,11,9,24,1,9,19,1.13,10,89,26
20,1,2,0,110,74,36,20,14,6,23,1,3,19,1.13,6,76,22
21,1,2,0,110,75,35,20,14,6,26,1,6,13,1.13,8,74,24
22,1,2,0,110,71,39,20,10,10,24,1,4,16,1.13,7,72,18
23,1,2,0,110,71,39,20,14,6,16,2,2,17,1.13,6,75,18
0,2,2,0,110,63,47,20,15,5,18,2,2,15,1.13,3,68,18
1,2,2,0,110,74,36,20,15,5,19,2,3,20,1.13,4,80,23
2,2,2,0,110,78,32,20,12,8,18,2,10,20,1.13,12,78,26
3,2,2,0,110,64,46,20,14,6,15,2,5,19,1.13,6,67,20
4,2,2,0,110,73,37,20,13,7,18,2,3,21,1.13,5,70,21
5,2,2,0,110,67,43,20,11,9,17,2,4,19,1.13,10,70,24
6,2,2,0,110,78,32,20,13,7,14,2,4,17,1.13,8,80,18
7,2,2,0,110,75,35,20,11,9,30,0,5,22,1.13,8,77,26
8,2,2,0,110,73,37,20,15,5,32,0,11,24,1.13,12,78,32
9,2,2,0,110,83,27,20,12,8,37,0,5,18,1.13,5,90,34
10,2,2,0,110,90,20,20,13,7,33,0,6,24,1.13,6,98,41
11,2,2,0,110,92,18,20,13,7,35,0,5,19,1.13,9,100,38
12,2,2,0,110,74,36,20,11,9,31,0,6,20,1.13,9,78,31
13,2,2,0,110,75,35,20,14,6,34,0,3,19,1.13,4,78,30
14,2,2,0,110,72,38,20,14,6,33,0,1,18,1.13,1,76,22
15,2,2,0,110,80,30,20,12,8,25,1,9,17,1.13,10,80,21
16,2,2,0,110,73,37,20,12,8,24,1,11,19,1.13,16,78,24
17,2,2,0,110,86,24,20,13,7,28,1,5,18,1.13,7,86,25
18,2,2,0,110,84,26,20,16,4,24,1,5,19,1.13,8,87,32
19,2,2,0,110,82,28,20,15,5,26,1,5,21,1.13,8,86,31
20,2,2,0,110,82,28,20,14,6,24,1,7,17,1.13,7,85,21
21,2,2,0,110,71,39,20,12,8,25,1,5,16,1.13,6,74,22
22,2,2,0,110,82,28,20,14,6,28,1,8,16,1.13,10,85,18
23,2,2,0,110,71,39,20,13,7,16,2,5,16,1.13,5,76,21
0,3,2,0,110,68,42,20,11,9,19,2,4,19,1.13,6,68,23
1,3,2,0,110,69,41,20,15,5,19,2,2,19,1.13,6,74,18
2,3,2,0,110,72,38,20,15,5,17,2,2,17,1.13,4,72,19
3,3,2,0,110,72,38,20,13,7,21,2,5,17,1.13,5,77,21
4,3,2,0,110,74,36,20,12,8,17,2,1,18,1.13,4,81,21
5,3,2,0,110,76,34,20,13,7,21,2,6,16,1.13,8,79,18
6,3,2,0,110,79,31,20,14,6,14,2,4,19,1.13,6,83,20
7,3,2,0,110,69,41,20,13,7,36,0,4,19,1.13,6,70,24
8,3,2,0,110,79,31,20,15,5,36,0,7,24,1.13,12,81,28
9,3,2,0,110,87,23,20,12,8,33,0,12,23,1.13,12,91,33
10,3,2,0,110,90,20,20,11,9,30,0,8,25,1.13,10,93,37
11,3,2,0,110,89,21,20,14,6,35,0,13,22,1.13,13,97,40
